iter	RMSE
384	0.2103303966
385	0.2092463667
386	0.2080242809
387	0.2068099328
388	0.2055967292
389	0.2043972067
390	0.203343518
391	0.2022964502
392	0.2012559577
393	0.2000767265
394	0.1991120954
395	0.1979488575
396	0.1967929812
397	0.1956447506
398	0.1945034424
399	0.1935652643
400	0.1925603303
401	0.1916334285
402	0.1905148926
403	0.1895267239
404	0.1884206988
405	0.1873216633
406	0.1863594334
407	0.1852725047
408	0.184321449
409	0.1833763593
410	0.1824371954
411	0.1813723514
412	0.1805019372
413	0.1794487774
414	0.1784022702
415	0.1775465701
416	0.1765109958
417	0.1756077403
418	0.1745835528
419	0.1735658292
420	0.1726778499
421	0.1717954311
422	0.1707939068
423	0.1699217222
424	0.1689309252
425	0.1679466506
426	0.1670892077
427	0.1662371228
428	0.1653903609
429	0.164425746
430	0.1634672152
431	0.1626347573
432	0.1618074937
433	0.1608641956
434	0.1600465105
435	0.1591132761
436	0.1583050549
437	0.1575018705
438	0.156583454
439	0.155670549
440	0.1548809253
441	0.1540962178
442	0.1531975251
443	0.1524218937
444	0.1516510894
445	0.1507663716
446	0.1501360442
447	0.14926015
448	0.1483897801
449	0.1475251656
450	0.1467634585
451	0.145908269
452	0.1451709167
453	0.1444381454
454	0.1435964832
455	0.1427601229
456	0.1420242772
457	0.1412924307
458	0.1405650364
459	0.1397458469
460	0.1389320191
461	0.1382165884
462	0.137505512
463	0.1367987662
464	0.1360014741
465	0.1353022571
466	0.1345138893
467	0.1338228148
468	0.1330432662
469	0.1323598805
470	0.1316806389
471	0.1310051861
472	0.1302417405
473	0.129574137
474	0.1288192233
475	0.128159402
476	0.1275027201
477	0.1267598203
478	0.1261107148
479	0.1254658101
480	0.1248242577
481	0.1240966745
482	0.12346284
483	0.1227435112
484	0.1221163439
485	0.1214932999
486	0.1207851895
487	0.1201687159
488	0.1195563056
489	0.118859503
490	0.1182535571
491	0.1175643086
492	0.1169656416
493	0.1163706529
494	0.1156924004
495	0.1151033579
496	0.1144326002
497	0.1138503899
498	0.113271763
499	0.1126114241
500	0.1120394027
501	0.1114709054
502	0.1108211075
503	0.1102586449
504	0.1096993761
505	0.1090597279
506	0.1085068881
507	0.1079575235
508	0.1073279312
509	0.1067845983
510	0.1062442545
511	0.1056246224
512	0.105090669
513	0.104559983
514	0.1039497526
515	0.1033433449
516	0.1027407337
517	0.102141698
518	0.1016257976
519	0.1010335485
520	0.100445003
521	0.099860136
522	0.09927892255
523	0.09870133789
524	0.09812735746
525	0.09755695688
526	0.09699011195
527	0.09642679868
528	0.09586699325
529	0.09531067201
530	0.09475781152
531	0.09420838849
532	0.09366237983
533	0.09311976261
534	0.0925805141
535	0.09204461171
536	0.09151203305
537	0.09098275589
538	0.09045675815
539	0.08993401796
540	0.08941451358
541	0.08889822345
542	0.08838058746
543	0.08786620541
544	0.08742156557
545	0.08697957995
546	0.08647753733
547	0.08597426488
548	0.08553986843
549	0.08504214622
550	0.08461281545
551	0.08418614238
552	0.08370037198
553	0.08321343449
554	0.08279387408
555	0.08237691404
556	0.08190173914
557	0.08142950026
558	0.08095580089
559	0.08054837533
560	0.08014347716
561	0.07968153234
562	0.07922243965
563	0.07876161156
564	0.07836587129
565	0.07791018407
566	0.07751890025
567	0.07713001484
568	0.0766858229
569	0.07623988366
570	0.07585753634
571	0.07547756764
572	0.07504312916
573	0.07461137055
574	0.07418227409
575	0.07376403667
576	0.07334838577
577	0.0729353036
578	0.07252477254
579	0.07211677511
580	0.071711294
581	0.07130831203
582	0.0709078122
583	0.07050977763
584	0.07011419159
585	0.0697210375
586	0.06933029892
587	0.06894195956
588	0.06858114414
589	0.06819730038
590	0.0678409048
591	0.06748679844
592	0.06713496382
593	0.0667601093
594	0.06641258849
595	0.06606729002
596	0.06569934565
597	0.06533363105
598	0.06499445877
599	0.06463290307
600	0.06427353722
601	0.06391634698
602	0.06356125329
603	0.06323189722
604	0.06288084741
605	0.0625318551
606	0.06218498214
607	0.06184013968
608	0.06149737996
609	0.06117937529
610	0.06084045869
611	0.0605035782
612	0.06016868401
613	0.05983580988
614	0.05950487643
615	0.05919782013
616	0.058870638
617	0.05854538065
618	0.05822207295
619	0.05790066527
620	0.05758118254
621	0.05726357545
622	0.05696877742
623	0.05665475721
624	0.0563425787
625	0.05603226753
626	0.05572377454
627	0.05541712543
628	0.05511227134
629	0.05482923532
630	0.05452782092
631	0.05422816924
632	0.05393030663
633	0.05363418441
634	0.05333982894
635	0.05304719185
636	0.05275629953
637	0.05248610699
638	0.05219845711
639	0.05191252164
640	0.05162825274
641	0.05134567701
642	0.05106474692
643	0.05078548911
644	0.05050785632
645	0.05024992442
646	0.04997541983
647	0.04970251134
648	0.04943122618
649	0.04916151722
650	0.04889341167
651	0.04862686272
652	0.04836189757
653	0.04809846968
654	0.04785365605
655	0.04759319537
656	0.04733424476
657	0.04707683196
658	0.04682091055
659	0.04656650829
660	0.04631060319
661	0.04607559155
662	0.04582549431
663	0.04557688097
664	0.04532697869
665	0.0450812498
666	0.04483697784
667	0.04459159938
668	0.04436601115
669	0.04412585958
670	0.04388482099
671	0.04364748242
672	0.04341151262
673	0.04317482033
674	0.0429570119
675	0.04272504896
676	0.04249442251
677	0.04226323638
678	0.04203530263
679	0.04180868094
680	0.04159836028
681	0.04137254085
682	0.04114975909
683	0.04092671164
684	0.0407064863
685	0.04048756473
686	0.04026850949
687	0.04006658997
688	0.03985133339
689	0.03963735142
690	0.03942335637
691	0.03921182163
692	0.03900153923
693	0.03879136127
694	0.03859749057
695	0.03839072129
696	0.03818421063
697	0.03797861052
698	0.0377892641
699	0.03758609317
700	0.03739902986
701	0.03719826021
702	0.03701345389
703	0.03681505803
704	0.03663248299
705	0.03643643385
706	0.03625606475
707	0.03606233568
708	0.03588414756
709	0.03570706031
710	0.03551751164
711	0.03533304339
712	0.0351497529
713	0.03496360225
714	0.03478258691
715	0.03461177156
716	0.03442885571
717	0.03425110875
718	0.03407449293
719	0.03389900023
720	0.03371207234
721	0.03352632505
722	0.03334175036
723	0.03317888103
724	0.03300439047
725	0.03282295421
726	0.03264266289
727	0.03246350881
728	0.0322854843
729	0.03210858177
730	0.03195226597
731	0.03177738267
732	0.03160360136
733	0.03143091471
734	0.03125931542
735	0.03108879627
736	0.03094063391
737	0.03077206433
738	0.03060455521
739	0.03043809954
740	0.03027269039
741	0.0301083209
742	0.02994498426
743	0.02978267371
744	0.02962138255
745	0.02948098709
746	0.02932153494
747	0.02916308394
748	0.02900562762
749	0.02884915955
750	0.02869367335
751	0.0285391627
752	0.02838562134
753	0.02823304304
754	0.02808142166
755	0.02793075107
756	0.02778102521
757	0.02763223808
758	0.02748438372
759	0.02733745622
760	0.02719144971
761	0.02704635838
762	0.02690217646
763	0.02675889824
764	0.02661651805
765	0.02647503026
766	0.02633442928
767	0.02619470958
768	0.02604256758
769	0.02592324152
770	0.02577277724
771	0.02565488971
772	0.02550608419
773	0.02538961866
774	0.02524245317
775	0.02509628244
776	0.02498184936
777	0.02483728913
778	0.02472423836
779	0.0245812705
780	0.0244542193
781	0.02431537644
782	0.02418992466
783	0.02405272279
784	0.02392884724
785	0.0237932649
786	0.02367094283
787	0.02354950204
788	0.02341616774
789	0.02329624541
790	0.02316447909
791	0.02304605354
792	0.02291583492
793	0.02279888485
794	0.02267019403
795	0.02255469853
796	0.02242751589
797	0.02231345443
798	0.02218776068
799	0.02207511307
800	0.02196326986
801	0.02183963546
802	0.02172917504
803	0.02160698326
804	0.02149788637
805	0.02137711898
806	0.02126936668
807	0.02115000571
808	0.0210435794
809	0.02092560719
810	0.02082048857
811	0.02070388771
812	0.02060005881
813	0.02048481217
814	0.0203822553
815	0.02028042501
816	0.02016704363
817	0.02006645816
818	0.01995438996
819	0.0198550324
820	0.01974426114
821	0.01964611486
822	0.01954036114
823	0.0194353225
824	0.01933879862
825	0.0192311886
826	0.01913583813
827	0.0190331066
828	0.01893887975
829	0.01883366919
830	0.01874058515
831	0.01864437895
832	0.01854879688
833	0.01845383434
834	0.01835948684
835	0.01825078104
836	0.01814284879
837	0.0180502608
838	0.01794366339
839	0.01785528468
840	0.0177499967
841	0.01766278616
842	0.01755879021
843	0.01745553063
844	0.01737001028
845	0.01728157181
846	0.01718011398
847	0.01707937277
848	0.01699593846
849	0.0168964294
850	0.01681409432
851	0.01672031246
852	0.01662266292
853	0.01654460063
854	0.01644808113
855	0.01637101861
856	0.01628780916
857	0.01619290481
858	0.01611718892
859	0.01602338222
860	0.0159370898
861	0.01586277789
862	0.01577743991
863	0.01570408873
864	0.0156196942
865	0.01553581269
866	0.01546382942
867	0.01538087509
868	0.0153067087
869	0.015224672
870	0.01515444165
871	0.01507331115
872	0.01499267397
873	0.01492375546
874	0.01484400896
875	0.01477279415
876	0.01469392887
877	0.01461554311
878	0.01454869786
879	0.01447117773
880	0.01440519967
881	0.01432853535
882	0.01425233772
883	0.01418433933
884	0.01410898304
885	0.01404499483
886	0.01397047038
887	0.01389639969
888	0.01383361208
889	0.01376035917
890	0.01368755263
891	0.01362262688
892	0.01355062376
893	0.01348973582
894	0.01341852769
895	0.01334775367
896	0.01328801149
897	0.01321801911
898	0.01314845381
899	0.01308646369
900	0.01301766574
901	0.01294928751
902	0.0128916995
903	0.01282407698
904	0.01275686744
905	0.01270036712
906	0.01263390068
907	0.01256784059
908	0.0125089825
909	0.01244365116
910	0.01238887373
911	0.01232074623
912	0.01225653386
913	0.0122028089
914	0.01213584578
915	0.01206931469
916	0.01201663673
917	0.01195085993
918	0.0118855076
919	0.01182385448
920	0.01177250995
921	0.01170827348
922	0.01164445163
923	0.01159410998
924	0.01153101139
925	0.01147144753
926	0.01142207775
927	0.0113600556
928	0.01129843405
929	0.01124024502
930	0.01119212967
931	0.01113155887
932	0.01107137946
933	0.01102420749
934	0.01096470975
935	0.01090848809
936	0.01084971669
937	0.01079972772
938	0.01074446457
939	0.01068954129
940	0.01064097163
941	0.01058665152
942	0.01052987789
943	0.01048555062
944	0.01042671598
945	0.01036825565
946	0.01031016694
947	0.01025244718
948	0.01019509373
949	0.01013810399
950	0.01008147536
951	0.01002520528
952	0.009974146494
953	0.009918516153
954	0.009863237479
955	0.009808307992
956	0.009753725236
957	0.009699486777
958	0.009639638251
959	0.009580226091
960	0.009528903656
961	0.009470247412
962	0.009427436715
963	0.009384952862
964	0.009337327504
965	0.009279924095
966	0.009241063505
967	0.009202490998
968	0.00914596142
969	0.009107899974
970	0.009052007051
971	0.009014449935
972	0.00896427078
973	0.0089144071
974	0.008864856694
975	0.008815617381
976	0.008766687001
977	0.008718063414
978	0.008664540542
979	0.008625833691
980	0.008572935509
981	0.008537476433
982	0.008502280936
983	0.008455120404
984	0.008408255096
985	0.008361682977
986	0.008315402034
987	0.008269410267
988	0.008223705697
989	0.008178286115
990	0.008133129137
991	0.008088253432
992	0.008043636872
993	0.007999297932
994	0.007955214738
995	0.00791140557
996	0.007867848806
997	0.007824562531
998	0.007781525374
999	0.007738755229
